ID	exact.mass	resolve_note	n_merged	source_ids	mass_min	mass_max	ppm_span
PE 36:1 (putative)	744.5546		1	PE 36:1 (putative)	744.5546	744.5546	0
FA 16:0 (putative)	744.5622		2	FA 34:1 (putative) | FA 16:0 (putative)	744.5613	744.5631	2.4175
PG (putative)	745.5022		2	PG 34:2 (putative) | PG (putative)	745.502	745.5025	0.6707
PE O-38:7 (putative)	746.5131		1	PE O-38:7 (putative)	746.5131	746.5131	0
PE 36:0 (putative)	746.5705		1	PE 36:0 (putative)	746.5705	746.5705	0
Cardiolipin CL(76:12) (putative)	747.4786		2	Cardiolipin CL(76:12) (putative) | Cardiolipin CL(76:12) [M-2H]2- (putative)	747.4784	747.4788	0.5351
PG (putative)	747.5182		1	PG (putative)	747.5182	747.5182	0
SM 34:1 (putative)	747.5658		1	SM 34:1 (putative)	747.5658	747.5658	0
Cardiolipin CL(76:11) (putative)	748.4866		2	Cardiolipin CL(76:11) (putative) | Cardiolipin CL(76:11) [M-2H]2- (putative)	748.4864	748.4867	0.4008
PE O-38:6 (putative)	748.5268		1	PE O-38:6 (putative)	748.52675	748.52675	0
Cardiolipin CL(76:10) (putative)	749.4944		2	Cardiolipin CL(76:10) (putative) | Cardiolipin CL(76:10) [M-2H]2- (putative)	749.4944	749.4945	0.1334
ST 18:1 (putative)	750.4826		1	ST 18:1 (putative)	750.4826	750.4826	0
Cardiolipin CL(76:9) (putative)	750.5021		2	Cardiolipin CL(76:9) (putative) | Cardiolipin CL(76:9) [M-2H]2- (putative)	750.5019	750.5023	0.533
PC 30:0 (putative)	750.5283		1	PC 30:0 (putative)	750.5283	750.5283	0
PE O-38:5 (putative)	750.5432		2	PE P-38:5 (putative) | PE O-38:5 (putative)	750.543	750.5433	0.3997
Cardiolipin CL(76:8) (putative)	751.509		1	Cardiolipin CL(76:8) (putative)	751.509	751.509	0
FA 14:0 (putative)	752.4983		1	FA 14:0 (putative)	752.4983	752.4983	0
PE O-38:4 (putative)	752.5592		1	PE O-38:4 (putative)	752.5592	752.5592	0
FA 17:0 (putative)	753.5677		1	FA 17:0 (putative)	753.5677	753.5677	0
Cardiolipin (putative)	753.979		1	Cardiolipin (putative)	753.979	753.979	0
PC 31:0 (putative)	754.5154		1	PC 31:0 (putative)	754.5154	754.5154	0
PE O-38:3 (putative)	754.5761		1	PE O-38:3 (putative)	754.5761	754.5761	0
Diadenosine triphosphate M-H	755.0968		1	Diadenosine triphosphate M-H	755.0968	755.0968	0
Cardiolipin CL(72:8) (putative)	755.4687		1	Cardiolipin CL(72:8) (putative)	755.4687	755.4687	0
PG P-26:2 (putative)	757.539		1	PG P-26:2 (putative)	757.539	757.539	0
FA 16:0 (putative)	757.9159		1	FA 16:0 (putative)	757.9159	757.9159	0
FA 16:0 (putative)	758.923		1	FA 16:0 (putative)	758.923	758.923	0
PG P-36:1 (putative)	759.553		1	PG P-36:1 (putative)	759.553	759.553	0
PS 34:1 (putative)	760.515		1	PS 34:1 (putative)	760.515	760.515	0
Cardiolipin CL(74:8) (putative)	761.4866		1	Cardiolipin CL(74:8) (putative)	761.4866	761.4866	0
Cardiolipin CL(78:12) [M-2H]2- (putative)	761.4945		1	Cardiolipin CL(78:12) [M-2H]2- (putative)	761.4945	761.4945	0
PG (putative)	761.5338		1	PG (putative)	761.5338	761.5338	0
PE 38:6 (putative)	762.504		1	PE 38:6 (putative)	762.504	762.504	0
PE 38:6 (putative)	762.5079		1	PE 38:6 (putative)	762.5079	762.5079	0
PC O-32:1 (putative)	762.5646		1	PC O-32:1 (putative)	762.5646	762.5646	0
NADP+ [M+Na-3H]	764.0472		1	NADP+ [M+Na-3H]	764.0472	764.0472	0
PE 38:5 (putative)	764.5228		1	PE 38:5 (putative)	764.5228	764.5228	0
PC O-32:0 (putative)	764.5797		1	PC O-32:0 (putative)	764.5797	764.5797	0
SM 18:1 (putative)	765.5677		1	SM 18:1 (putative)	765.5677	765.5677	0
NADPH [M+Na-2H]	766.0626		1	NADPH [M+Na-2H]	766.0626	766.0626	0
PC 32:1 (putative)	766.5154		1	PC 32:1 (putative)	766.5154	766.5154	0
PE 38:4 (putative)	766.5384		1	PE 38:4 (putative)	766.53845	766.53845	0
PG (putative)	767.4869		1	PG (putative)	767.4869	767.4869	0
FA 18:0 (putative)	767.5834		1	FA 18:0 (putative)	767.5834	767.5834	0
PS P-36:4 (putative)	768.521		1	PS P-36:4 (putative)	768.521	768.521	0
PC 32:0 (putative)	768.531		1	PC 32:0 (putative)	768.531	768.531	0
PE 38:3 (putative)	768.557		1	PE 38:3 (putative)	768.557	768.557	0
PG (putative)	769.5012		2	PG 36:4 (putative) | PG (putative)	769.5	769.5025	3.2489
PS 35:3 (putative)	770.4987		1	PS 35:3 (putative)	770.4987	770.4987	0
PS P-36:2 (putative)	770.532		1	PS P-36:2 (putative)	770.532	770.532	0
PE 38:2 (putative)	770.566		1	PE 38:2 (putative)	770.566	770.566	0
FA 18:1 (putative)	770.5788		1	FA 18:1 (putative)	770.5788	770.5788	0
FA 18:1 (putative)	770.9239		1	FA 18:1 (putative)	770.9239	770.9239	0
PG (putative)	771.5191		2	PG (putative) | PG 36:3 (putative)	771.5182	771.52	2.3331
FA 18:0 (putative)	771.9309		1	FA 18:0 (putative)	771.9309	771.9309	0
PE O-40:8 (putative)	772.5282		1	PE O-40:8 (putative)	772.5282	772.5282	0
PS P-36:2 (putative)	772.549		1	PS P-36:2 (putative)	772.549	772.549	0
PE 38:1 (putative)	772.585		1	PE 38:1 (putative)	772.585	772.585	0
FA 18:0 (putative)	772.5944		1	FA 18:0 (putative)	772.5944	772.5944	0
PG (putative)	773.5338		1	PG (putative)	773.5338	773.5338	0
SM 36:2 (putative)	773.5814		1	SM 36:2 (putative)	773.5814	773.5814	0
Cardiolipin CL(76:9) (putative)	774.4944		1	Cardiolipin CL(76:9) (putative)	774.4944	774.4944	0
PC 32:2 (putative)	774.5281		1	PC 32:2 (putative)	774.5281	774.5281	0
PE O-40:7 (putative)	774.5437		2	PE O-40:7 (putative) | PE O-40:8 (putative)	774.5435	774.5438	0.3873
Cardiolipin CL(76:8) (putative)	775.5022		1	Cardiolipin CL(76:8) (putative)	775.5022	775.5022	0
PG (putative)	775.5495		1	PG (putative)	775.5495	775.5495	0
SM 36:1 (putative)	775.5971		1	SM 36:1 (putative)	775.5971	775.5971	0
PE 39:6 (putative)	776.522		1	PE 39:6 (putative)	776.522	776.522	0
PC 32:1 (putative)	776.5436		1	PC 32:1 (putative)	776.5436	776.5436	0
PE O-40:6 (putative)	776.5594		1	PE O-40:6 (putative)	776.55935	776.55935	0
PG 36:0 (putative)	777.565		1	PG 36:0 (putative)	777.56505	777.56505	0
ST 18:1 (putative)	778.514		1	ST 18:1 (putative)	778.514	778.514	0
PE 39:5 (putative)	778.538		1	PE 39:5 (putative)	778.538	778.538	0
PC 32:0 (putative)	778.5604		1	PC 32:0 (putative)	778.56035	778.56035	0
PE O-40:5 (putative)	778.5755		2	PE O-40:5 (putative) | PE P-40:5 (putative)	778.5749	778.576	1.4128
Cardiolipin CL(80:8) [M-2H]2- (putative)	779.5414		1	Cardiolipin CL(80:8) [M-2H]2- (putative)	779.5414	779.5414	0
PC (putative)	779.5742		1	PC (putative)	779.5742	779.5742	0
FA 16:0 (putative)	780.5296		1	FA 16:0 (putative)	780.5296	780.5296	0
PC O-34:0 (putative)	780.5674		1	PC O-34:0 (putative)	780.5674	780.5674	0
PS 36:4 (putative)	782.496		1	PS 36:4 (putative)	782.496	782.496	0
PS 36:3 (putative)	784.513		1	PS 36:3 (putative)	784.513	784.513	0
Cardiolipin CL(74:8) (putative)	785.4789		1	Cardiolipin CL(74:8) (putative)	785.4789	785.4789	0
FA 18:0 (putative)	785.9444		1	FA 18:0 (putative)	785.9444	785.9444	0
PS 36:2 (putative)	786.528		1	PS 36:2 (putative)	786.528	786.528	0
PC O-34:3 (putative)	786.5646		1	PC O-34:3 (putative)	786.5646	786.5646	0
PC 33:2 (putative)	788.5443		2	PC 33:2 (putative) | PS 36:1 (putative)	788.5441	788.5446	0.6341
PC O-34:2 (putative)	788.5808		1	PC O-34:2 (putative)	788.5808	788.5808	0
Cardiolipin CL(76:10) (putative)	789.4815		1	Cardiolipin CL(76:10) (putative)	789.4815	789.4815	0
Cardiolipin CL(76:9) (putative)	790.4893		1	Cardiolipin CL(76:9) (putative)	790.4893	790.4893	0
PE 40:6 (putative)	790.5392		1	PE 40:6 (putative)	790.5392	790.5392	0
PC O-34:1 (putative)	790.5949		1	PC O-34:1 (putative)	790.5949	790.5949	0
PG 38:7 (putative)	791.485		1	PG 38:7 (putative)	791.485	791.485	0
PC 34:2 (putative)	792.531		1	PC 34:2 (putative)	792.531	792.531	0
PE 40:5 (putative)	792.555		1	PE 40:5 (putative)	792.555	792.555	0
PG (putative)	793.5025		1	PG (putative)	793.5025	793.5025	0
PC 34:1 (putative)	794.5454		2	PE 37:1 (putative) | PC 34:1 (putative)	794.544	794.5467	3.3982
PE 40:4 (putative)	794.571		1	PE 40:4 (putative)	794.571	794.571	0
PG (putative)	795.5182		1	PG (putative)	795.5182	795.5182	0
PS P-38:4 (putative)	796.547		1	PS P-38:4 (putative)	796.547	796.547	0
PG (putative)	797.5338		1	PG (putative)	797.5338	797.5338	0
PC 34:4 (putative)	798.5273		1	PC 34:4 (putative)	798.5273	798.5273	0
PG 38:3 (putative)	799.547		1	PG 38:3 (putative)	799.547	799.547	0
PC 34:3 (putative)	800.5433		1	PC 34:3 (putative)	800.5433	800.5433	0
HexCer 38:1-O2	800.6254		1	HexCer 38:1-O2	800.6254	800.6254	0
PG 38:2 (putative)	801.564		1	PG 38:2 (putative)	801.564	801.564	0
PC 34:2 (putative)	802.5609		1	PC 34:2 (putative)	802.5609	802.5609	0
1,2-Diphytanoyl-sn-glycero-3-phophoethanolamine	802.6331		1	1,2-Diphytanoyl-sn-glycero-3-phophoethanolamine	802.6331	802.6331	0
ST 36:2 (putative)	804.53		1	ST 36:2 (putative)	804.53	804.53	0
PC 34:1 (putative)	804.5758		1	PC 34:1 (putative)	804.57575	804.57575	0
PS (putative)	806.4978		1	PS (putative)	806.4978	806.4978	0
ST 36:1 (putative)	806.545		1	ST 36:1 (putative)	806.545	806.545	0
PC O-36:2 (putative)	806.583		1	PC O-36:2 (putative)	806.583	806.583	0
PC 34:0 (putative)	806.5911		1	PC 34:0 (putative)	806.5911	806.5911	0
GlcCer 43:1 (putative)	806.7036		1	GlcCer 43:1 (putative)	806.7036	806.7036	0
PI (putative)	807.5027		2	PI 32:1 (putative) | PI (putative)	807.50255	807.5029	0.4334
Acetyl-CoA	808.1185		1	Acetyl-CoA	808.1185	808.1185	0
PI 32:0 (putative)	809.514		1	PI 32:0 (putative)	809.514	809.514	0
PS (putative)	810.5283		2	PS 38:4 (putative) | PS (putative)	810.5275	810.5291	1.974
Eicosapentaenoyl PAF C-16	810.5652		2	PC O-36:5 (putative) | Eicosapentaenoyl PAF C-16	810.5651	810.5654	0.3701
PC 35:4 (putative)	812.5438		2	PC 35:4 (putative) | PS 38:3 (putative)	812.5436	812.544	0.4923
Arachidonoyl PAF C-16	812.5809		2	PC O-36:4 (putative) | Arachidonoyl PAF C-16	812.5806	812.5811	0.6153
FA 24:1 (putative)	813.9779		1	FA 24:1 (putative)	813.9779	813.9779	0
PS 38:2 (putative)	814.558		1	PS 38:2 (putative)	814.558	814.558	0
PC O-36:3 (putative)	814.5947		1	PC O-36:3 (putative)	814.5947	814.5947	0
PG (putative)	815.4864		2	PI P-31:1 (putative) | PG (putative)	815.486	815.4869	1.1036
PC 36:4 (putative)	816.531		1	PC 36:4 (putative)	816.531	816.531	0
PC 35:2 (putative)	816.5747		2	PS 38:1 (putative) | PC 35:2 (putative)	816.574	816.57535	1.6532
PC O-36:2 (putative)	816.6114		1	PC O-36:2 (putative)	816.6114	816.6114	0
PG (putative)	817.5025		1	PG (putative)	817.5025	817.5025	0
PC 36:3 (putative)	818.5467		1	PC 36:3 (putative)	818.5467	818.5467	0
PS O-39:0 (putative)	818.626		1	PS O-39:0 (putative)	818.626	818.626	0
PG (putative)	819.5182		1	PG (putative)	819.5182	819.5182	0
SM 18:1 (putative)	819.6147		1	SM 18:1 (putative)	819.6147	819.6147	0
ST 18:1 (putative)	820.524		1	ST 18:1 (putative)	820.524	820.524	0
PC 36:2 (putative)	820.5612		2	PE 39:2 (putative) | PC 36:2 (putative)	820.56	820.5623	2.803
2_-Deoxyadenosine 5_-diphosphate 2M-H	821.0534		1	2_-Deoxyadenosine 5_-diphosphate 2M-H	821.0534	821.0534	0
PG (putative)	821.5338		1	PG (putative)	821.5338	821.5338	0
PI 34:1 (putative)	821.545		1	PI 34:1 (putative)	821.545	821.545	0
SM 18:1 (putative)	821.6303		1	SM 18:1 (putative)	821.6303	821.6303	0
PC 36:6 (putative)	822.5289		1	PC 36:6 (putative)	822.5289	822.5289	0
ST 18:1 (putative)	822.54		1	ST 18:1 (putative)	822.54	822.54	0
PC 36:1 (putative)	822.578		1	PC 36:1 (putative)	822.578	822.578	0
PG (putative)	823.5495		1	PG (putative)	823.5495	823.5495	0
FA 22:0 (putative)	823.646		1	FA 22:0 (putative)	823.646	823.646	0
PC 36:5 (putative)	824.5433		2	PS 39:4 (putative) | PC 36:5 (putative)	824.543	824.5436	0.7277
PS P-40:4 (putative)	824.581		1	PS P-40:4 (putative)	824.581	824.581	0
PG (putative)	825.5651		1	PG (putative)	825.5651	825.5651	0
PC 36:4 (putative)	826.5587		1	PC 36:4 (putative)	826.5587	826.5587	0
PS 39:3 (putative)	826.563		1	PS 39:3 (putative)	826.563	826.563	0
PI 15:0 (putative)	828.5625		1	PI 15:0 (putative)	828.5625	828.5625	0
PC 36:3 (putative)	828.5737		2	PS 39:2 (putative) | PC 36:3 (putative)	828.572	828.5754	4.1034
HexCer 40:1-O2	828.6566		1	HexCer 40:1-O2	828.6566	828.6566	0
PC 36:2 (putative)	830.5916		1	PC 36:2 (putative)	830.59155	830.59155	0
PI (putative)	831.5029		1	PI (putative)	831.5029	831.5029	0
FA 16:0 (putative)	831.9519		1	FA 16:0 (putative)	831.9519	831.9519	0
PC 36:1 (putative)	832.6069		1	PC 36:1 (putative)	832.6069	832.6069	0
PI (putative)	833.5186		2	PI (putative) | PI 34:2 (putative)	833.5186	833.5187	0.12
PS (putative)	834.5291		1	PS (putative)	834.5291	834.5291	0
PC O-38:7 (putative)	834.5637		1	PC O-38:7 (putative)	834.5637	834.5637	0
ST 38:1 (putative)	834.576		1	ST 38:1 (putative)	834.576	834.576	0
PC 36:0 (putative)	834.623		1	PC 36:0 (putative)	834.623	834.623	0
PI (putative)	835.5348		2	PI (putative) | PI 34:1 (putative)	835.5342	835.5353	1.3165
SM 18:1 (putative)	835.646		1	SM 18:1 (putative)	835.646	835.646	0
PS (putative)	836.5441		2	PC 37:6 (putative) | PS (putative)	836.5436	836.5447	1.3149
Docosahexaenoyl PAF C-16	836.5808		2	PC O-38:6 (putative) | Docosahexaenoyl PAF C-16	836.5804	836.5811	0.8367
PS (putative)	838.5592		2	PS 40:4 (putative) | PS (putative)	838.558	838.5604	2.8621
PC O-38:5 (putative)	838.5955		1	PC O-38:5 (putative)	838.5955	838.5955	0
PC O-38:4 (putative)	840.611		1	PC O-38:4 (putative)	840.611	840.611	0
PI P-33:2 (putative)	841.501		1	PI P-33:2 (putative)	841.501	841.501	0
PC 38:5 (putative)	842.5467		1	PC 38:5 (putative)	842.5467	842.5467	0
PC 37:3 (putative)	842.5911		2	PS 40:2 (putative) | PC 37:3 (putative)	842.591	842.5912	0.2374
PG 42:9 (putative)	843.515		1	PG 42:9 (putative)	843.515	843.515	0
PC 38:4 (putative)	844.5623		1	PC 38:4 (putative)	844.5623	844.5623	0
PC 37:2 (putative)	844.6066		2	PS 40:1 (putative) | PC 37:2 (putative)	844.606	844.6072	1.4208
PI O-23:0 (putative)	845.532		1	PI O-23:0 (putative)	845.532	845.532	0
SM 18:1 (putative)	845.6303		1	SM 18:1 (putative)	845.6303	845.6303	0
PS O-41:0 (putative)	846.658		1	PS O-41:0 (putative)	846.658	846.658	0
PG 42:7 (putative)	847.546		1	PG 42:7 (putative)	847.546	847.546	0
SM 18:1 (putative)	847.646		1	SM 18:1 (putative)	847.646	847.646	0
PC 38:7 (putative)	848.5438		2	PC 38:7 (putative) | PS 41:6 (putative)	848.5437	848.544	0.3535
PI 25:1 (putative)	849.552		1	PI 25:1 (putative)	849.552	849.552	0
FA 24:1 (putative)	849.6616		1	FA 24:1 (putative)	849.6616	849.6616	0
Acetoacetyl-CoA	850.1293		1	Acetoacetyl-CoA	850.1293	850.1293	0
FA 12:0 (putative)	850.5533		1	FA 12:0 (putative)	850.5533	850.5533	0
PC 38:6 (putative)	850.5593		1	PC 38:6 (putative)	850.5593	850.5593	0
ST 18:1 (putative)	850.571		1	ST 18:1 (putative)	850.571	850.571	0
Malonyl-CoA	852.1083		1	Malonyl-CoA	852.1083	852.1083	0
PC 38:5 (putative)	852.5745		2	PS 41:4 (putative) | PC 38:5 (putative)	852.573	852.5759	3.4015
PC 38:4 (putative)	854.5904		1	PC 38:4 (putative)	854.5904	854.5904	0
PI (putative)	855.5029		1	PI (putative)	855.5029	855.5029	0
PC 38:3 (putative)	856.6069		1	PC 38:3 (putative)	856.6069	856.6069	0
PI (putative)	857.518		2	PI 36:4 (putative) | PI (putative)	857.5174	857.5186	1.3994
PC 38:2 (putative)	858.622		1	PC 38:2 (putative)	858.622	858.622	0
PI (putative)	859.5333		2	PI 36:3 (putative) | PI (putative)	859.5323	859.5342	2.2105
SM 42:1 (putative)	859.691		1	SM 42:1 (putative)	859.691	859.691	0
PI (putative)	861.5502		2	PI (putative) | PI 36:2 (putative)	861.5499	861.5504	0.5803
PS (putative)	862.5604		1	PS (putative)	862.5604	862.5604	0
ST 40:1 (putative)	862.608		1	ST 40:1 (putative)	862.608	862.608	0
PI (putative)	863.5649		2	PI 36:1 (putative) | PI (putative)	863.5644	863.5655	1.2738
PC 39:6 (putative)	864.575		1	PC 39:6 (putative)	864.575	864.575	0
PC O-40:6 (putative)	864.6101		1	PC O-40:6 (putative)	864.6101	864.6101	0
PG 44:12 (putative)	865.5		1	PG 44:12 (putative)	865.5	865.5	0
Succinyl-CoA	866.124		1	Succinyl-CoA	866.124	866.124	0
PC O-40:5 (putative)	866.6277		1	PC O-40:5 (putative)	866.6277	866.6277	0
PI P-35:2 (putative)	867.516		1	PI P-35:2 (putative)	867.516	867.516	0
PS 42:3 (putative)	868.603		1	PS 42:3 (putative)	868.603	868.603	0
PC O-40:4 (putative)	868.6436		1	PC O-40:4 (putative)	868.6436	868.6436	0
PI P-35:2 (putative)	869.531		1	PI P-35:2 (putative)	869.531	869.531	0
PS 42:2 (putative)	870.622		1	PS 42:2 (putative)	870.622	870.622	0
PI 37:4 (putative)	871.533		1	PI 37:4 (putative)	871.533	871.533	0
PS 42:1 (putative)	872.637		1	PS 42:1 (putative)	872.637	872.637	0
GlcCer 34:2 (putative)	872.676		1	GlcCer 34:2 (putative)	872.676	872.676	0
PI 37:3 (putative)	873.551		1	PI 37:3 (putative)	873.551	873.551	0
PC 40:8 (putative)	874.5613		1	PC 40:8 (putative)	874.5613	874.5613	0
GlcCer 34:1 (putative)	874.687		1	GlcCer 34:1 (putative)	874.687	874.687	0
PC 40:7 (putative)	876.5743		1	PC 40:7 (putative)	876.5743	876.5743	0
PC 40:6 (putative)	878.5897		1	PC 40:6 (putative)	878.5897	878.5897	0
ST 18:1 (putative)	878.602		1	ST 18:1 (putative)	878.602	878.602	0
PI 38:7 (putative)	879.5002		1	PI 38:7 (putative)	879.5002	879.5002	0
PC 40:5 (putative)	880.6063		1	PC 40:5 (putative)	880.6063	880.6063	0
PI (putative)	881.5178		2	PI 38:6 (putative) | PI (putative)	881.5171	881.5186	1.7016
PC 40:4 (putative)	882.6227		1	PC 40:4 (putative)	882.6227	882.6227	0
PI 38:5 (putative)	883.5346		1	PI 38:5 (putative)	883.53455	883.53455	0
PI (putative)	885.55		2	PI (putative) | PI 38:4 (putative)	885.5497	885.5502	0.5646
FA 24:1 (putative)	887.0067		1	FA 24:1 (putative)	887.0067	887.0067	0
PI 38:3 (putative)	887.565		1	PI 38:3 (putative)	887.565	887.565	0
ST 18:1 (putative)	888.623		1	ST 18:1 (putative)	888.623	888.623	0
FA 24:1 (putative)	890.639		1	FA 24:1 (putative)	890.639	890.639	0
PC 40:0 (putative)	890.6856		1	PC 40:0 (putative)	890.6856	890.6856	0
PC O-42:5 (putative)	894.6594		1	PC O-42:5 (putative)	894.6594	894.6594	0
PC 42:10 (putative)	898.5605		1	PC 42:10 (putative)	898.5605	898.5605	0
LacCer 18:0 (putative)	898.6022		1	LacCer 18:0 (putative)	898.6022	898.6022	0
PI 39:4 (putative)	899.563		1	PI 39:4 (putative)	899.563	899.563	0
Bradykinin	902.453		1	Bradykinin	902.453	902.453	0
ST 18:1 (putative)	902.602		1	ST 18:1 (putative)	902.602	902.602	0
ST 18:1 (putative)	904.618		1	ST 18:1 (putative)	904.618	904.618	0
FA 16:0 (putative)	906.6159		1	FA 16:0 (putative)	906.6159	906.6159	0
ST 18:1 (putative)	906.634		1	ST 18:1 (putative)	906.634	906.634	0
PI (putative)	909.5488		2	PI 40:6 (putative) | PI (putative)	909.5477	909.5499	2.4188
HMG-CoA	910.1502		1	HMG-CoA	910.1502	910.1502	0
PI (putative)	911.5655		1	PI (putative)	911.5655	911.5655	0
PI (putative)	913.5812		1	PI (putative)	913.5812	913.5812	0
FA 14:0 (putative)	914.551		1	FA 14:0 (putative)	914.551	914.551	0
PI (putative)	915.5968		1	PI (putative)	915.5968	915.5968	0
ST 44:2 (putative)	916.654		1	ST 44:2 (putative)	916.654	916.654	0
ST 44:1 (putative)	918.67		1	ST 44:1 (putative)	918.67	918.67	0
PC O-44:6 (putative)	920.6752		1	PC O-44:6 (putative)	920.6752	920.6752	0
PC O-44:5 (putative)	922.6912		1	PC O-44:5 (putative)	922.6912	922.6912	0
ST 18:1 (putative)	932.649		1	ST 18:1 (putative)	932.649	932.649	0
PI 39:4 (putative)	935.544		1	PI 39:4 (putative)	935.544	935.544	0
HWESASXX	940.4534		1	HWESASXX	940.4534	940.4534	0
FA 16:0 (putative)	940.567		1	FA 16:0 (putative)	940.567	940.567	0
FA 16:0 (putative)	942.5824		1	FA 16:0 (putative)	942.5824	942.5824	0
Cardiolipin CL(36:4) (putative)	959.482		1	Cardiolipin CL(36:4) (putative)	959.482	959.482	0
LacCer 18:0 (putative)	982.6961		1	LacCer 18:0 (putative)	982.6961	982.6961	0
LacCer 18:0 (putative)	1008.7118		1	LacCer 18:0 (putative)	1008.7118	1008.7118	0
LacCer 18:0 (putative)	1010.7274		1	LacCer 18:0 (putative)	1010.7274	1010.7274	0
FA 24:1 (putative)	1016.7255		1	FA 24:1 (putative)	1016.7255	1016.7255	0
FA 24:0 (putative)	1018.7411		1	FA 24:0 (putative)	1018.7411	1018.7411	0
FA 22:0 (putative)	1024.6606		1	FA 22:0 (putative)	1024.6606	1024.6606	0
FA 24:1 (putative)	1050.6763		1	FA 24:1 (putative)	1050.6763	1050.6763	0
FA 24:1 (putative)	1052.6919		1	FA 24:1 (putative)	1052.6919	1052.6919	0
FA 16:0 (putative)	1060.6551		1	FA 16:0 (putative)	1060.6551	1060.6551	0
FA 16:0 (putative)	1153.721		1	FA 16:0 (putative)	1153.721	1153.721	0
Cardiolipin CL(52:2) (putative)	1165.7666		1	Cardiolipin CL(52:2) (putative)	1165.7666	1165.7666	0
FA 24:1 (putative)	1170.7646		1	FA 24:1 (putative)	1170.7646	1170.7646	0
Cardiolipin CL(54:5) (putative)	1187.7504		1	Cardiolipin CL(54:5) (putative)	1187.7504	1187.7504	0
Cardiolipin CL(54:3) (putative)	1191.7817		1	Cardiolipin CL(54:3) (putative)	1191.7817	1191.7817	0
FA 24:1 (putative)	1263.8305		1	FA 24:1 (putative)	1263.8305	1263.8305	0
FA 18:0 (putative)	1382.818		1	FA 18:0 (putative)	1382.818	1382.818	0
Cardiolipin CL(70:5) (putative)	1425.9803		2	Cardiolipin CL(70:5) (putative) | Cardiolipin CL(70:5) [M-H]- (putative)	1425.98	1425.9806	0.4208
Cardiolipin CL(70:4) (putative)	1427.9961		2	Cardiolipin CL(70:4) (putative) | Cardiolipin CL(70:4) [M-H]- (putative)	1427.996	1427.9963	0.2101
Cardiolipin CL(72:9) (putative)	1445.949		1	Cardiolipin CL(72:9) (putative)	1445.949	1445.949	0
Cardiolipin CL(72:8) (putative)	1447.9645		2	Cardiolipin CL(72:8) (putative) | Cardiolipin CL(72:8) [M-H]- (putative)	1447.964	1447.965	0.6906
Cardiolipin CL(72:7) (putative)	1449.9803		2	Cardiolipin CL(72:7) (putative) | Cardiolipin CL(72:7) [M-H]- (putative)	1449.98	1449.9806	0.4138
Cardiolipin CL(72:6) (putative)	1451.9956		2	Cardiolipin CL(72:6) (putative) | Cardiolipin CL(72:6) [M-H]- (putative)	1451.995	1451.9963	0.8953
Cardiolipin CL(72:5) (putative)	1454.0114		2	Cardiolipin CL(72:5) (putative) | Cardiolipin CL(72:5) [M-H]- (putative)	1454.011	1454.0119	0.619
Cardiolipin CL(72:4) (putative)	1456.0273		2	Cardiolipin CL(72:4) (putative) | Cardiolipin CL(72:4) [M-H]- (putative)	1456.027	1456.0276	0.4121
Cardiolipin CL(74:11) (putative)	1469.949		1	Cardiolipin CL(74:11) (putative)	1469.949	1469.949	0
Cardiolipin CL(74:10) (putative)	1471.964		1	Cardiolipin CL(74:10) (putative)	1471.964	1471.964	0
Cardiolipin CL(74:9) (putative)	1473.9803		2	Cardiolipin CL(74:9) (putative) | Cardiolipin CL(74:9) [M-H]- (putative)	1473.98	1473.9806	0.4071
Cardiolipin CL(74:8) (putative)	1475.9961		2	Cardiolipin CL(74:8) (putative) | Cardiolipin CL(74:8) [M-H]- (putative)	1475.996	1475.9963	0.2033
Cardiolipin CL(74:7) (putative)	1478.011		1	Cardiolipin CL(74:7) (putative)	1478.011	1478.011	0
Cardiolipin CL(72:8) (putative)	1479.9548		1	Cardiolipin CL(72:8) (putative)	1479.9548	1479.9548	0
Cardiolipin CL(74:6) (putative)	1480.027		1	Cardiolipin CL(74:6) (putative)	1480.027	1480.027	0
Cardiolipin CL(76:12) (putative)	1495.9645		2	Cardiolipin CL(76:12) (putative) | Cardiolipin CL(76:12) [M-H]- (putative)	1495.964	1495.965	0.6685
Cardiolipin CL(76:11) (putative)	1497.9803		2	Cardiolipin CL(76:11) (putative) | Cardiolipin CL(76:11) [M-H]- (putative)	1497.98	1497.9806	0.4005
Cardiolipin CL(76:10) (putative)	1499.9961		2	Cardiolipin CL(76:10) (putative) | Cardiolipin CL(76:10) [M-H]- (putative)	1499.996	1499.9963	0.2
Cardiolipin CL(76:9) (putative)	1502.0114		2	Cardiolipin CL(76:9) (putative) | Cardiolipin CL(76:9) [M-H]- (putative)	1502.011	1502.0119	0.5992
Cardiolipin CL(72:8) (putative)	1511.9446		1	Cardiolipin CL(72:8) (putative)	1511.9446	1511.9446	0
FA 16:0 (putative)	1516.839		1	FA 16:0 (putative)	1516.839	1516.839	0
FA 16:0 (putative)	1518.8532		1	FA 16:0 (putative)	1518.8532	1518.8532	0
Cardiolipin CL(74:8) (putative)	1523.9805		1	Cardiolipin CL(74:8) (putative)	1523.9805	1523.9805	0
Cardiolipin CL(78:12) [M-H]- (putative)	1523.9963		1	Cardiolipin CL(78:12) [M-H]- (putative)	1523.9963	1523.9963	0
FA 18:1 (putative)	1542.855		1	FA 18:1 (putative)	1542.855	1542.855	0
FA 18:0 (putative)	1544.869		1	FA 18:0 (putative)	1544.869	1544.869	0
