ID	exact.mass	resolve_note	n_merged	source_ids	mass_min	mass_max	ppm_span
Succinyl-CoA	868.1385		1	Succinyl-CoA	868.1385	868.1385	0
TG 52:6 (putative)	868.74		1	TG 52:6 (putative)	868.74	868.74	0
PC O-44:9 (putative)	870.635		1	PC O-44:9 (putative)	870.635	870.635	0
PC 42:2 (putative)	870.6952		1	PC 42:2 (putative)	870.6952	870.6952	0
TG 52:5 (putative)	870.7558		1	TG 52:5 (putative)	870.7558	870.7558	0
DL-BenzoylCoA	872.1486		1	DL-BenzoylCoA	872.1486	872.1486	0
PC O-44:8 (putative)	872.6536		1	PC O-44:8 (putative)	872.6536	872.6536	0
PC 42:1 (putative)	872.7103		1	PC 42:1 (putative)	872.7103	872.7103	0
TG 52:4 (putative)	872.772		1	TG 52:4 (putative)	872.772	872.772	0
PC O-44:7 (putative)	874.6683		1	PC O-44:7 (putative)	874.66835	874.66835	0
TG 52:3 (putative)	874.7885		1	TG 52:3 (putative)	874.7885	874.7885	0
TG 52:2 (putative)	876.8063		1	TG 52:2 (putative)	876.8063	876.8063	0
DL-C7:1-CoA	878.1956		1	DL-C7:1-CoA	878.1956	878.1956	0
PC O-44:5 (putative)	878.6985		1	PC O-44:5 (putative)	878.6985	878.6985	0
TG 52:1 (putative)	878.8224		1	TG 52:1 (putative)	878.8224	878.8224	0
PC O-44:4 (putative)	880.7154		1	PC O-44:4 (putative)	880.71545	880.71545	0
TG 52:0 (putative)	880.8375		1	TG 52:0 (putative)	880.8375	880.8375	0
TG 54:5 (putative)	881.7593		1	TG 54:5 (putative)	881.7593	881.7593	0
DL-GlutarylCoA	882.1542		1	DL-GlutarylCoA	882.1542	882.1542	0
TG 54:4 (putative)	883.7749		1	TG 54:4 (putative)	883.7749	883.7749	0
PI 38:4 (putative)	885.5493		1	PI 38:4 (putative)	885.5493	885.5493	0
SM 47:1 (putative)	885.7817	carbon_shift_candidate 29->47: SM 47:1 (putative)	1	SM 47:1 (putative)	885.7817	885.7817	0
TG 54:3 (putative)	885.7906		1	TG 54:3 (putative)	885.7906	885.7906	0
PI 35:0 (putative)	887.5422		1	PI 35:0 (putative)	887.5422	887.5422	0
ST 24:1 (putative)	888.6232		2	ST 42:3 (putative) | ST 24:1 (putative)	888.622903	888.6235	0.6714
TG 53:2 (putative)	890.8201		1	TG 53:2 (putative)	890.8201	890.8201	0
DL-C6H6O3-CoA	892.1385		1	DL-C6H6O3-CoA	892.1385	892.1385	0
DL-OctenoylCoA	892.2113		1	DL-OctenoylCoA	892.2113	892.2113	0
TG 53:1 (putative)	892.8337		1	TG 53:1 (putative)	892.8337	892.8337	0
SM 48:4 (putative)	893.751	carbon_shift_candidate 30->48: SM 48:4 (putative)	1	SM 48:4 (putative)	893.751	893.751	0
DL-OctanoylCoA	894.2269		1	DL-OctanoylCoA	894.2269	894.2269	0
PC 44:4 (putative)	894.6971		1	PC 44:4 (putative)	894.6971	894.6971	0
TG 54:7 (putative)	894.7515		1	TG 54:7 (putative)	894.7515	894.7515	0
DL-MethylglutarylCoA	896.1698		1	DL-MethylglutarylCoA	896.1698	896.1698	0
PC O-46:10 (putative)	896.6501		1	PC O-46:10 (putative)	896.6501	896.6501	0
PC 44:3 (putative)	896.7118		1	PC 44:3 (putative)	896.7118	896.7118	0
TG 54:6 (putative)	896.773		1	TG 54:6 (putative)	896.773	896.773	0
PC 44:2 (putative)	898.7225		1	PC 44:2 (putative)	898.7225	898.7225	0
TG 54:5 (putative)	898.7861		1	TG 54:5 (putative)	898.7861	898.7861	0
PC O-46:8 (putative)	900.6853		1	PC O-46:8 (putative)	900.6853	900.6853	0
PC 44:1 (putative)	900.7373		1	PC 44:1 (putative)	900.7373	900.7373	0
TG 54:4 (putative)	900.8053		1	TG 54:4 (putative)	900.8053	900.8053	0
DL-C8H8O3-CoA	902.1592		1	DL-C8H8O3-CoA	902.1592	902.1592	0
TG 54:3 (putative)	902.8207		1	TG 54:3 (putative)	902.8207	902.8207	0
PC O-46:6 (putative)	904.7165		1	PC O-46:6 (putative)	904.7165	904.7165	0
TG 54:2 (putative)	904.8358		1	TG 54:2 (putative)	904.8358	904.8358	0
DL-C9:1-CoA	906.2269		1	DL-C9:1-CoA	906.2269	906.2269	0
TG 54:1 (putative)	906.8511		1	TG 54:1 (putative)	906.8511	906.8511	0
CoA 8:1(OH)	908.2062		1	CoA 8:1(OH)	908.2062	908.2062	0
DL-(iso)NonanoylCoA	908.2426		1	DL-(iso)NonanoylCoA	908.2426	908.2426	0
PC 42:2 (putative)	908.6495		1	PC 42:2 (putative)	908.6495	908.6495	0
TG 54:0 (putative)	908.8682		1	TG 54:0 (putative)	908.8682	908.8682	0
TG 56:5 (putative)	909.7906		1	TG 56:5 (putative)	909.7906	909.7906	0
DL-PimelylCoA	910.1855		1	DL-PimelylCoA	910.1855	910.1855	0
DL-HydroxyoctanoylCoA	910.2218		1	DL-HydroxyoctanoylCoA	910.2218	910.2218	0
DL-C10H12O2-CoA	914.1956		1	DL-C10H12O2-CoA	914.1956	914.1956	0
DL-C10H14O2-CoA	916.2113		1	DL-C10H14O2-CoA	916.2113	916.2113	0
TG 55:3 (putative)	916.8366		1	TG 55:3 (putative)	916.8366	916.8366	0
DL-DecadienoylCoA	918.2269		1	DL-DecadienoylCoA	918.2269	918.2269	0
TG 55:2 (putative)	918.8494		1	TG 55:2 (putative)	918.8494	918.8494	0
DL-DecenoylCoA	920.2426		1	DL-DecenoylCoA	920.2426	920.2426	0
TG 56:8 (putative)	920.7708		1	TG 56:8 (putative)	920.7708	920.7708	0
TG 55:1 (putative)	920.869		1	TG 55:1 (putative)	920.869	920.869	0
DL-C8:1-diC-CoA	922.1855		1	DL-C8:1-diC-CoA	922.1855	922.1855	0
DL-C9:1-OH-CoA (HNEA-CoA)	922.2218		1	DL-C9:1-OH-CoA (HNEA-CoA)	922.2218	922.2218	0
CoA 10:0	922.2582		1	CoA 10:0	922.2582	922.2582	0
TG 56:7 (putative)	922.7908		1	TG 56:7 (putative)	922.7908	922.7908	0
DL-(iso-)C8-diC-CoA	924.2011		1	DL-(iso-)C8-diC-CoA	924.2011	924.2011	0
C9:0-OH-CoA (HNA-CoA)	924.2381		1	C9:0-OH-CoA (HNA-CoA)	924.2381	924.2381	0
PC 46:3 (putative)	924.7462		1	PC 46:3 (putative)	924.7462	924.7462	0
TG 56:6 (putative)	924.8026		1	TG 56:6 (putative)	924.8026	924.8026	0
TG 56:5 (putative)	926.8182		1	TG 56:5 (putative)	926.8182	926.8182	0
PC 46:1 (putative)	928.769		1	PC 46:1 (putative)	928.769	928.769	0
TG 56:4 (putative)	928.8317		1	TG 56:4 (putative)	928.8317	928.8317	0
TG 56:3 (putative)	930.8494		1	TG 56:3 (putative)	930.8494	930.8494	0
TG 56:2 (putative)	932.86		1	TG 56:2 (putative)	932.86	932.86	0
P-GHB-CoA	934.1262		1	P-GHB-CoA	934.1262	934.1262	0
TG 56:1 (putative)	934.8801		1	TG 56:1 (putative)	934.8801	934.8801	0
CoA 11:0	936.2739		1	CoA 11:0	936.2739	936.2739	0
DL-(iso-)C9-diC-CoA	938.2168		1	DL-(iso-)C9-diC-CoA	938.2168	938.2168	0
TG 58:10 (putative)	944.7735		1	TG 58:10 (putative)	944.7735	944.7735	0
DL-DihydroferuloylCoA	946.1855		1	DL-DihydroferuloylCoA	946.1855	946.1855	0
TG 58:9 (putative)	946.7879		1	TG 58:9 (putative)	946.7879	946.7879	0
TG 57:2 (putative)	946.8836		1	TG 57:2 (putative)	946.8836	946.8836	0
P-GHP-CoA	948.1414		1	P-GHP-CoA	948.1414	948.1414	0
DL-C11:2-OH-CoA	948.2374		1	DL-C11:2-OH-CoA	948.2374	948.2374	0
TG 57:1 (putative)	948.9012		1	TG 57:1 (putative)	948.9012	948.9012	0
CoA 12:0	950.2901		1	CoA 12:0	950.2901	950.2901	0
TG 58:6 (putative)	952.8344		1	TG 58:6 (putative)	952.8344	952.8344	0
TG 58:4 (putative)	956.8646		1	TG 58:4 (putative)	956.8646	956.8646	0
TG 58:3 (putative)	958.8865		1	TG 58:3 (putative)	958.8865	958.8865	0
TG 58:2 (putative)	960.8916		1	TG 58:2 (putative)	960.8916	960.8916	0
DL-C12:1-oxo-CoA/DL-C12:2-OH-CoA	962.2531		1	DL-C12:1-oxo-CoA/DL-C12:2-OH-CoA	962.2531	962.2531	0
DL-C12-oxo-CoA	964.2688		1	DL-C12-oxo-CoA	964.2688	964.2688	0
LacCer 18:1 (putative)	972.7346		1	LacCer 18:1 (putative)	972.7346	972.7346	0
CoA 14:1	976.3052		1	CoA 14:1	976.3052	976.3052	0
TG 59:1 (putative)	976.9298		1	TG 59:1 (putative)	976.9298	976.9298	0
DL-C12:1-diC-CoA	978.2481		1	DL-C12:1-diC-CoA	978.2481	978.2481	0
CoA 14:0	978.3208		1	CoA 14:0	978.3208	978.3208	0
TG 59:0 (putative)	978.9465		1	TG 59:0 (putative)	978.9465	978.9465	0
DL-C14:3-OH-CoA	988.2688		1	DL-C14:3-OH-CoA	988.2688	988.2688	0
TG 60:2 (putative)	988.9258		1	TG 60:2 (putative)	988.9258	988.9258	0
DL-HydroxytetradecadienCoA	990.2844		1	DL-HydroxytetradecadienCoA	990.2844	990.2844	0
TG 60:1 (putative)	990.9436		1	TG 60:1 (putative)	990.9436	990.9436	0
DL-C12-diC-oxo-CoA	994.243		1	DL-C12-diC-oxo-CoA	994.243	994.243	0
CoA 16:0	1006.3522		1	CoA 16:0	1006.3522	1006.3522	0
TG 62:3 (putative)	1014.9415		1	TG 62:3 (putative)	1014.9415	1014.9415	0
TG 62:2 (putative)	1016.9623		1	TG 62:2 (putative)	1016.9623	1016.9623	0
Cardiolipin CL(68:5) [M+H]+ (putative)	1399.9639		1	Cardiolipin CL(68:5) [M+H]+ (putative)	1399.963924	1399.963924	0
Cardiolipin CL(68:4) [M+H]+ (putative)	1401.9795		1	Cardiolipin CL(68:4) [M+H]+ (putative)	1401.979524	1401.979524	0
Cardiolipin CL(68:2) [M+H]+ (putative)	1406.0107		1	Cardiolipin CL(68:2) [M+H]+ (putative)	1406.010724	1406.010724	0
Cardiolipin CL(70:5) [M+H]+ (putative)	1427.9952		1	Cardiolipin CL(70:5) [M+H]+ (putative)	1427.9952	1427.9952	0
Cardiolipin CL(70:4) [M+H]+ (putative)	1430.0108		1	Cardiolipin CL(70:4) [M+H]+ (putative)	1430.0108	1430.0108	0
Cardiolipin CL(72:8) [M+H]+ (putative)	1449.9795		1	Cardiolipin CL(72:8) [M+H]+ (putative)	1449.9795	1449.9795	0
Cardiolipin CL(72:7) [M+H]+ (putative)	1451.9952		1	Cardiolipin CL(72:7) [M+H]+ (putative)	1451.9952	1451.9952	0
Cardiolipin CL(72:6) [M+H]+ (putative)	1454.0108		1	Cardiolipin CL(72:6) [M+H]+ (putative)	1454.0108	1454.0108	0
Cardiolipin CL(72:5) [M+H]+ (putative)	1456.0265		1	Cardiolipin CL(72:5) [M+H]+ (putative)	1456.0265	1456.0265	0
Cardiolipin CL(72:4) [M+H]+ (putative)	1458.0421		1	Cardiolipin CL(72:4) [M+H]+ (putative)	1458.0421	1458.0421	0
Cardiolipin CL(74:9) [M+H]+ (putative)	1475.9952		1	Cardiolipin CL(74:9) [M+H]+ (putative)	1475.9952	1475.9952	0
Cardiolipin CL(74:8) [M+H]+ (putative)	1478.0108		1	Cardiolipin CL(74:8) [M+H]+ (putative)	1478.0108	1478.0108	0
Cardiolipin CL(74:7) [M+H]+ (putative)	1480.0265		1	Cardiolipin CL(74:7) [M+H]+ (putative)	1480.026524	1480.026524	0
Cardiolipin CL(76:12) [M+H]+ (putative)	1497.9795		1	Cardiolipin CL(76:12) [M+H]+ (putative)	1497.9795	1497.9795	0
Cardiolipin CL(76:11) [M+H]+ (putative)	1499.9952		1	Cardiolipin CL(76:11) [M+H]+ (putative)	1499.9952	1499.9952	0
Cardiolipin CL(76:10) [M+H]+ (putative)	1502.0108		1	Cardiolipin CL(76:10) [M+H]+ (putative)	1502.0108	1502.0108	0
Cardiolipin CL(76:9) [M+H]+ (putative)	1504.0265		1	Cardiolipin CL(76:9) [M+H]+ (putative)	1504.0265	1504.0265	0
Cardiolipin CL(78:12) [M+H]+ (putative)	1526.0108		1	Cardiolipin CL(78:12) [M+H]+ (putative)	1526.0108	1526.0108	0
Cardiolipin CL(80:8) [M+H]+ (putative)	1562.1047		1	Cardiolipin CL(80:8) [M+H]+ (putative)	1562.1047	1562.1047	0
